year,bill_item_id,summary,dr_label,pdf_filename,pdf_url,pdf_url_embedded,pdf_resolve_status,first_reading,second_reading,presented_by,passed_at,source_tree_node_id,seed_url,ajax_url
1992,0_0,D.R.18/1992 - Native Courts (Criminal Jurisdiction) (Amendment) Bill 1992 (Passed),D.R.18/1992,DR181992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR181992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_1,D.R.19/1992 - Entertainment (Federal Territory of Kuala Lumpur) Bill 1992 (Passed),D.R.19/1992,DR191992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR191992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_2,D.R.20/1992 - Direct Sales Bill 1992 (Passed),D.R.20/1992,DR201992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR201992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_3,D.R.21/1992 - Penang Port Commission (Amendment) Bill 1992 (Passed),D.R.21/1992,DR211992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR211992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_4,D.R.23/1992 - Care Centres Bill 1992 (Passed),D.R.23/1992,DR231992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR231992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_5,D.R.24/1992 - Co-operative Societies Bill 1992 (Passed),D.R.24/1992,DR241992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR241992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_6,D.R.27/1992 - Standards and Industrial Research Institute of Malaysia (Incorporation) (Amendment) Bill 1992 (Passed),D.R.27/1992,DR271992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR271992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_7,D.R.28/1992 - Capitation Grant Bill 1992 (Passed),D.R.28/1992,DR281992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR281992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_8,D.R.29/1992 - Supply Bill 1993 (Passed),D.R.29/1992,DR291992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR291992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1992,0_9,D.R.30/1992 - Finance (No. 2) Bill 1992 (Passed),D.R.30/1992,DR301992E.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1992/DR301992E.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
