year,bill_item_id,summary,dr_label,pdf_filename,pdf_url,pdf_url_embedded,pdf_resolve_status,first_reading,second_reading,presented_by,passed_at,source_tree_node_id,seed_url,ajax_url
1997,0_0,D.R.01/1997 - Supplementary Supply (1996 and 1997) Bill 1997 (Passed),D.R.01/1997,Bill DR 1.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%201.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_1,D.R.02/1997 - Digital Signature Bill 1997 (Passed),D.R.02/1997,Bill DR 2.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%202.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_2,D.R.03/1997 - Computer Crimes Bill 1997 (Passed),D.R.03/1997,Bill DR 3.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%203.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_3,D.R.04/1997 - Offshore Insurance (Amendment) Bill 1997 (Passed),D.R.04/1997,Bill DR 4.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%204.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_4,D.R.05/1997 - Notaries Public (Amendment) Bill 1997 (Passed),D.R.05/1997,Bill DR 5.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%205.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_5,D.R.06/1997 - Lembaga Kemajuan Wilayah Jengka (Dissolution) Bill 1997 (Passed),D.R.06/1997,Bill DR 6.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%206.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_6,D.R.07/1997 - Lembaga Kemajuan Johor Tenggara (Dissolution) Bill 1997 (Passed),D.R.07/1997,Bill DR 7.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%207.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_7,D.R.09/1997 - Labuan Offshore Limited Partnerships Bill 1997 (Passed),D.R.09/1997,Bill DR 9.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%209.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_8,D.R.10/1997 - Bank Simpanan Nasional Berhad Bill 1997 (Passed),D.R.10/1997,Bill DR 10.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2010.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_9,D.R.11/1997 - Telemedicine Bill 1997 (Passed),D.R.11/1997,Bill DR 11.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2011.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_10,D.R.12/1997 - Registration of Pharmacists (Amendment) Bill 1997 (Passed),D.R.12/1997,Bill DR 12.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2012.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_11,D.R.13/1997 - Control of Rent (Repeal) Bill 1997 (Passed),D.R.13/1997,Bill DR 13.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2013.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_12,D.R.14/1997 - Promotion of Investments (Amendment) Bill 1997 (Passed),D.R.14/1997,Bill DR 14.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2014.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_13,D.R.15/1997 - Copyright (Amendment) Bill 1997 (Passed),D.R.15/1997,Bill DR 15.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2015.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
1997,0_14,D.R.16/1997 - Lembaga Letrik Sabah (Amendment) Bill 1997 (Passed),D.R.16/1997,Bill DR 16.pdf,https://www.parlimen.gov.my/files/billindex/pdf/1997/Bill%20DR%2016.pdf,,,,,,,0_0,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr,https://www.parlimen.gov.my/bills-dewan-rakyat.html?arkib=yes&lang=en&uweb=dr&ajx=1&uid=1775833574394&id=0_0
